SKU,Rev_GL_Class,Sub_Category,Item_Description,Brand,Unit_Price,Attributes
1163,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 8, 512",HP,840.74,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1164,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 8, 1024",HP,834.45,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1165,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 16, 256",HP,883.67,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1166,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 16, 512",HP,889.97,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1167,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 16, 1024",HP,872.05,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1168,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 32, 256",HP,871.41,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1169,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 32, 512",HP,864.22,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1170,COMPUTER SUPPLIES,Laptops,"HP Laptops - Ryzen 7, 32, 1024",HP,909.49,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1171,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 8, 256",HP,872.74,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1172,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 8, 512",HP,903.38,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1173,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 8, 1024",HP,907.11,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1174,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 16, 256",HP,905.29,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1175,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 16, 512",HP,927.06,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1176,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 16, 1024",HP,900.55,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1177,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 32, 256",HP,902.2,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1178,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 32, 512",HP,903.32,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1179,COMPUTER SUPPLIES,Laptops,"HP Laptops - M3, 32, 1024",HP,952.28,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1180,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 8, 256",Lenovo,928.2,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1181,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 8, 512",Lenovo,928.11,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1182,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 8, 1024",Lenovo,947.64,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1183,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 16, 256",Lenovo,933.1,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1184,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 16, 512",Lenovo,946.29,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1185,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 16, 1024",Lenovo,950.44,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1186,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 32, 256",Lenovo,977.26,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1187,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 32, 512",Lenovo,972.28,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1188,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i5, 32, 1024",Lenovo,977.88,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1189,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 8, 256",Lenovo,956.36,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1190,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 8, 512",Lenovo,968.41,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1191,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 8, 1024",Lenovo,993.81,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1192,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 16, 256",Lenovo,999.29,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1193,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 16, 512",Lenovo,1015.67,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1194,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 16, 1024",Lenovo,981.38,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1195,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 32, 256",Lenovo,1033.03,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1196,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 32, 512",Lenovo,1036.73,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1197,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Core i7, 32, 1024",Lenovo,1034.15,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1198,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 8, 256",Lenovo,1045.2,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1199,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 8, 512",Lenovo,1041.92,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1200,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 8, 1024",Lenovo,10.71,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1201,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 16, 256",Lenovo,42.08,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1202,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 16, 512",Lenovo,47.91,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1203,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 16, 1024",Lenovo,61.13,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1204,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 32, 256",Lenovo,64.04,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1205,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 32, 512",Lenovo,53.87,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1206,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - Ryzen 7, 32, 1024",Lenovo,48.47,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1207,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 8, 256",Lenovo,46.66,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1208,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 8, 512",Lenovo,78.3,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1209,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 8, 1024",Lenovo,75.12,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1210,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 16, 256",Lenovo,98.97,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1211,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 16, 512",Lenovo,86.16,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1212,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 16, 1024",Lenovo,103.01,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1213,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 32, 256",Lenovo,118.1,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1214,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 32, 512",Lenovo,116.3,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1215,COMPUTER SUPPLIES,Laptops,"Lenovo Laptops - M3, 32, 1024",Lenovo,91.13,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1216,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 8, 256",Apple,116.99,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1217,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 8, 512",Apple,102.48,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1218,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 8, 1024",Apple,112.79,"{""CPU"": ""Core i5"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1219,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 16, 256",Apple,123.81,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1220,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 16, 512",Apple,138.77,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1221,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 16, 1024",Apple,141.9,"{""CPU"": ""Core i5"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1222,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 32, 256",Apple,147.36,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1223,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 32, 512",Apple,166.37,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1224,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i5, 32, 1024",Apple,165.22,"{""CPU"": ""Core i5"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1225,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 8, 256",Apple,162.19,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1226,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 8, 512",Apple,154.75,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1227,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 8, 1024",Apple,163.11,"{""CPU"": ""Core i7"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1228,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 16, 256",Apple,193.98,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1229,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 16, 512",Apple,196.85,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1230,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 16, 1024",Apple,165.74,"{""CPU"": ""Core i7"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1231,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 32, 256",Apple,197.92,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1232,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 32, 512",Apple,179.01,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1233,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Core i7, 32, 1024",Apple,200.08,"{""CPU"": ""Core i7"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1234,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 8, 256",Apple,209.93,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1235,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 8, 512",Apple,214.37,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1236,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 8, 1024",Apple,217.51,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1237,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 16, 256",Apple,240.22,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1238,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 16, 512",Apple,226.63,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1239,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 16, 1024",Apple,238.2,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1240,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 32, 256",Apple,246.63,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1241,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 32, 512",Apple,226.97,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1242,COMPUTER SUPPLIES,Laptops,"Apple Laptops - Ryzen 7, 32, 1024",Apple,268.32,"{""CPU"": ""Ryzen 7"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1243,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 8, 256",Apple,264.33,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 256}"
1244,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 8, 512",Apple,256.52,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 512}"
1245,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 8, 1024",Apple,238.35,"{""CPU"": ""M3"", ""RAM_GB"": 8, ""Storage_GB"": 1024}"
1246,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 16, 256",Apple,254.74,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 256}"
1247,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 16, 512",Apple,262.53,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 512}"
1248,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 16, 1024",Apple,299.96,"{""CPU"": ""M3"", ""RAM_GB"": 16, ""Storage_GB"": 1024}"
1249,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 32, 256",Apple,284.3,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 256}"
1250,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 32, 512",Apple,288.49,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 512}"
1251,COMPUTER SUPPLIES,Laptops,"Apple Laptops - M3, 32, 1024",Apple,301.04,"{""CPU"": ""M3"", ""RAM_GB"": 32, ""Storage_GB"": 1024}"
1252,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Mouse, Wired",Logitech,309.08,"{""Type"": ""Mouse"", ""Connectivity"": ""Wired""}"
1253,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Mouse, Wireless",Logitech,310.59,"{""Type"": ""Mouse"", ""Connectivity"": ""Wireless""}"
1254,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Keyboard, Wired",Logitech,290.31,"{""Type"": ""Keyboard"", ""Connectivity"": ""Wired""}"
1255,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Keyboard, Wireless",Logitech,288.77,"{""Type"": ""Keyboard"", ""Connectivity"": ""Wireless""}"
1256,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Webcam, Wired",Logitech,309.97,"{""Type"": ""Webcam"", ""Connectivity"": ""Wired""}"
1257,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Webcam, Wireless",Logitech,318.59,"{""Type"": ""Webcam"", ""Connectivity"": ""Wireless""}"
1258,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Headset, Wired",Logitech,306.8,"{""Type"": ""Headset"", ""Connectivity"": ""Wired""}"
1259,COMPUTER SUPPLIES,Accessories,"Logitech Accessories - Headset, Wireless",Logitech,328.65,"{""Type"": ""Headset"", ""Connectivity"": ""Wireless""}"
1260,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Mouse, Wired",Razer,331.24,"{""Type"": ""Mouse"", ""Connectivity"": ""Wired""}"
1261,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Mouse, Wireless",Razer,363.36,"{""Type"": ""Mouse"", ""Connectivity"": ""Wireless""}"
1262,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Keyboard, Wired",Razer,321.22,"{""Type"": ""Keyboard"", ""Connectivity"": ""Wired""}"
1263,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Keyboard, Wireless",Razer,330.97,"{""Type"": ""Keyboard"", ""Connectivity"": ""Wireless""}"
1264,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Webcam, Wired",Razer,338.44,"{""Type"": ""Webcam"", ""Connectivity"": ""Wired""}"
1265,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Webcam, Wireless",Razer,362.5,"{""Type"": ""Webcam"", ""Connectivity"": ""Wireless""}"
1266,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Headset, Wired",Razer,387.97,"{""Type"": ""Headset"", ""Connectivity"": ""Wired""}"
1267,COMPUTER SUPPLIES,Accessories,"Razer Accessories - Headset, Wireless",Razer,373.1,"{""Type"": ""Headset"", ""Connectivity"": ""Wireless""}"
1268,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Mouse, Wired",Anker,396.11,"{""Type"": ""Mouse"", ""Connectivity"": ""Wired""}"
1269,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Mouse, Wireless",Anker,383.01,"{""Type"": ""Mouse"", ""Connectivity"": ""Wireless""}"
1270,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Keyboard, Wired",Anker,403.19,"{""Type"": ""Keyboard"", ""Connectivity"": ""Wired""}"
1271,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Keyboard, Wireless",Anker,380.62,"{""Type"": ""Keyboard"", ""Connectivity"": ""Wireless""}"
1272,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Webcam, Wired",Anker,418.41,"{""Type"": ""Webcam"", ""Connectivity"": ""Wired""}"
1273,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Webcam, Wireless",Anker,415.04,"{""Type"": ""Webcam"", ""Connectivity"": ""Wireless""}"
1274,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Headset, Wired",Anker,400.68,"{""Type"": ""Headset"", ""Connectivity"": ""Wired""}"
1275,COMPUTER SUPPLIES,Accessories,"Anker Accessories - Headset, Wireless",Anker,422.74,"{""Type"": ""Headset"", ""Connectivity"": ""Wireless""}"
1276,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 24, FHD",Dell,409.84,"{""Screen_in"": 24, ""Resolution"": ""FHD""}"
1277,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 24, QHD",Dell,395.17,"{""Screen_in"": 24, ""Resolution"": ""QHD""}"
1278,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 24, 4K",Dell,405.9,"{""Screen_in"": 24, ""Resolution"": ""4K""}"
1279,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 27, FHD",Dell,415.41,"{""Screen_in"": 27, ""Resolution"": ""FHD""}"
1280,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 27, QHD",Dell,431.34,"{""Screen_in"": 27, ""Resolution"": ""QHD""}"
1281,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 27, 4K",Dell,458.6,"{""Screen_in"": 27, ""Resolution"": ""4K""}"
1282,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 32, FHD",Dell,426.28,"{""Screen_in"": 32, ""Resolution"": ""FHD""}"
1283,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 32, QHD",Dell,471.14,"{""Screen_in"": 32, ""Resolution"": ""QHD""}"
1284,COMPUTER SUPPLIES,Monitors,"Dell Monitors - 32, 4K",Dell,475.43,"{""Screen_in"": 32, ""Resolution"": ""4K""}"
1285,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 24, FHD",Samsung,473.72,"{""Screen_in"": 24, ""Resolution"": ""FHD""}"
1286,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 24, QHD",Samsung,456.74,"{""Screen_in"": 24, ""Resolution"": ""QHD""}"
1287,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 24, 4K",Samsung,485.51,"{""Screen_in"": 24, ""Resolution"": ""4K""}"
1288,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 27, FHD",Samsung,465.8,"{""Screen_in"": 27, ""Resolution"": ""FHD""}"
1289,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 27, QHD",Samsung,473.63,"{""Screen_in"": 27, ""Resolution"": ""QHD""}"
1290,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 27, 4K",Samsung,490.63,"{""Screen_in"": 27, ""Resolution"": ""4K""}"
1291,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 32, FHD",Samsung,477.47,"{""Screen_in"": 32, ""Resolution"": ""FHD""}"
1292,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 32, QHD",Samsung,495.87,"{""Screen_in"": 32, ""Resolution"": ""QHD""}"
1293,COMPUTER SUPPLIES,Monitors,"Samsung Monitors - 32, 4K",Samsung,514.85,"{""Screen_in"": 32, ""Resolution"": ""4K""}"
1294,COMPUTER SUPPLIES,Monitors,"LG Monitors - 24, FHD",LG,492.11,"{""Screen_in"": 24, ""Resolution"": ""FHD""}"
1295,COMPUTER SUPPLIES,Monitors,"LG Monitors - 24, QHD",LG,519.43,"{""Screen_in"": 24, ""Resolution"": ""QHD""}"
1296,COMPUTER SUPPLIES,Monitors,"LG Monitors - 24, 4K",LG,512.26,"{""Screen_in"": 24, ""Resolution"": ""4K""}"
1297,COMPUTER SUPPLIES,Monitors,"LG Monitors - 27, FHD",LG,543.37,"{""Screen_in"": 27, ""Resolution"": ""FHD""}"
1298,COMPUTER SUPPLIES,Monitors,"LG Monitors - 27, QHD",LG,511.79,"{""Screen_in"": 27, ""Resolution"": ""QHD""}"
1299,COMPUTER SUPPLIES,Monitors,"LG Monitors - 27, 4K",LG,543.77,"{""Screen_in"": 27, ""Resolution"": ""4K""}"
1300,COMPUTER SUPPLIES,Monitors,"LG Monitors - 32, FHD",LG,531.37,"{""Screen_in"": 32, ""Resolution"": ""FHD""}"
1301,COMPUTER SUPPLIES,Monitors,"LG Monitors - 32, QHD",LG,562.56,"{""Screen_in"": 32, ""Resolution"": ""QHD""}"
1302,COMPUTER SUPPLIES,Monitors,"LG Monitors - 32, 4K",LG,550.97,"{""Screen_in"": 32, ""Resolution"": ""4K""}"
1303,COMPUTER SUPPLIES,Printers,"HP Printers - InkJet, Print-Only",HP,560.42,"{""Technology"": ""InkJet"", ""Function"": ""Print-Only""}"
1304,COMPUTER SUPPLIES,Printers,"HP Printers - InkJet, All-in-One",HP,535.49,"{""Technology"": ""InkJet"", ""Function"": ""All-in-One""}"
1305,COMPUTER SUPPLIES,Printers,"HP Printers - Laser, Print-Only",HP,565.8,"{""Technology"": ""Laser"", ""Function"": ""Print-Only""}"
1306,COMPUTER SUPPLIES,Printers,"HP Printers - Laser, All-in-One",HP,575.99,"{""Technology"": ""Laser"", ""Function"": ""All-in-One""}"
1307,COMPUTER SUPPLIES,Printers,"Canon Printers - InkJet, Print-Only",Canon,571.28,"{""Technology"": ""InkJet"", ""Function"": ""Print-Only""}"
1308,COMPUTER SUPPLIES,Printers,"Canon Printers - InkJet, All-in-One",Canon,576.08,"{""Technology"": ""InkJet"", ""Function"": ""All-in-One""}"
1309,COMPUTER SUPPLIES,Printers,"Canon Printers - Laser, Print-Only",Canon,565.38,"{""Technology"": ""Laser"", ""Function"": ""Print-Only""}"
1310,COMPUTER SUPPLIES,Printers,"Canon Printers - Laser, All-in-One",Canon,568.26,"{""Technology"": ""Laser"", ""Function"": ""All-in-One""}"
1311,COMPUTER SUPPLIES,Printers,"Brother Printers - InkJet, Print-Only",Brother,565.55,"{""Technology"": ""InkJet"", ""Function"": ""Print-Only""}"
1312,COMPUTER SUPPLIES,Printers,"Brother Printers - InkJet, All-in-One",Brother,608.04,"{""Technology"": ""InkJet"", ""Function"": ""All-in-One""}"
1313,COMPUTER SUPPLIES,Printers,"Brother Printers - Laser, Print-Only",Brother,590.39,"{""Technology"": ""Laser"", ""Function"": ""Print-Only""}"
1314,COMPUTER SUPPLIES,Printers,"Brother Printers - Laser, All-in-One",Brother,603.27,"{""Technology"": ""Laser"", ""Function"": ""All-in-One""}"
1315,COMPUTER SUPPLIES,Networking,"TP-Link Networking - Router, 1",TP-Link,595.12,"{""Type"": ""Router"", ""Speed_Gbps"": 1}"
1316,COMPUTER SUPPLIES,Networking,"TP-Link Networking - Router, 2.5",TP-Link,614.73,"{""Type"": ""Router"", ""Speed_Gbps"": 2.5}"
1317,COMPUTER SUPPLIES,Networking,"TP-Link Networking - Switch, 1",TP-Link,603.37,"{""Type"": ""Switch"", ""Speed_Gbps"": 1}"
1318,COMPUTER SUPPLIES,Networking,"TP-Link Networking - Switch, 2.5",TP-Link,645.08,"{""Type"": ""Switch"", ""Speed_Gbps"": 2.5}"
